"Analyte","SampleID","Spp_Loc","SampleDate","Sex","Weight","Length","Precipitation","value","Media","System","Seasonality","Chain_len","Acronym2"
"PFDoA","GC009-JBA-08132021","swallowtail shiner",2021-04-28,"U",2.45,5,NA,19.7,"whole body","AFBC","spring",12,"PFCA"
"PFDoA","JBA090-SED-RIPP-06232021","ripp",2021-06-23 12:00:00,NA,NA,NA,NA,0.05,"sediment","AFBC","summer",12,"PFCA"
"PFDoA","PU033-JBA-08162021","pumpkinseed",2021-07-16,"U",10.95,8,NA,7.58,"whole body","AFBC","summer",12,"PFCA"
"PFDoA","PU009-JBA-08132021","pumpkinseed",2021-04-28,"U",14.62,8,NA,0.0566837587718659,"whole body","AFBC","spring",12,"PFCA"
"PFDoA","CC009-JBA-08162021","dace. sp",2021-07-16,"U",10.02,9,NA,7.29,"whole body","AFBC","summer",12,"PFCA"
"PFDoA","JBA099-SW-DOWN-06142021","down",2021-06-14,NA,NA,NA,0,NA,"water","AFBC","summer",12,"PFCA"
"PFDoA","GC008-JBA-08132021","swallowtail shiner",2021-04-28,"U",1.9,5,NA,27.9,"whole body","AFBC","spring",12,"PFCA"
"PFDoA","MM007-JBA-08162021","margined madtom",2021-07-16,"U",3.22,7,NA,51.6,"whole body","AFBC","summer",12,"PFCA"
"PFDoA","PU030-JBA-08162021","pumpkinseed",2021-07-16,"U",18.28,10,NA,20.1,"whole body","AFBC","summer",12,"PFCA"
"PFDoA","JBA095-SW-EXIT-042821","exit",2021-04-28,NA,NA,NA,0,2.115,"water","AFBC","spring",12,"PFCA"
"PFDoA","GC023-JBA-08162021","swallowtail shiner",2021-07-16,"U",2.2,6,NA,3.86,"whole body","AFBC","summer",12,"PFCA"
"PFDoA","PU036-JBA-08162021","pumpkinseed",2021-07-16,"U",10.31,7,NA,7.32,"whole body","AFBC","summer",12,"PFCA"
"PFDoA","LMB002-JBA-08162021","large mouth bass",2021-07-16,"U",4.15,7,NA,12.4,"whole body","AFBC","summer",12,"PFCA"
"PFDoA","JBA111-SED-DOWN-07142021","down",2021-07-14 12:00:00,NA,NA,NA,NA,0.0495,"sediment","AFBC","summer",12,"PFCA"
"PFDoA","BRS006-JBA-08132021","darter sp.",2021-04-28,"U",4.6,7,NA,9.47,"whole body","AFBC","spring",12,"PFCA"
"PFDoA","PU029-JBA-08132021","pumpkinseed",2021-04-28,"U",3.15,6,NA,8.19,"whole body","AFBC","spring",12,"PFCA"
"PFDoA","JBA106-SED-RIPP-07122021","ripp",2021-07-12 12:00:00,NA,NA,NA,NA,0.051,"sediment","AFBC","summer",12,"PFCA"
"PFDoA","JBA097-SW-SPILL-06142021","spill",2021-06-14,NA,NA,NA,0,NA,"water","AFBC","summer",12,"PFCA"
"PFDoA","PU011-JBA-08132021","pumpkinseed",2021-04-28,"U",4.75,8,NA,0.0542979073653501,"whole body","AFBC","spring",12,"PFCA"
"PFDoA","CCS002-JBA-08162021","dace. sp",2021-04-28,"U",13.86,11,NA,16.7,"whole body","AFBC","spring",12,"PFCA"
"PFDoA","JBA116-SED-EXIT-07162021","exit",2021-07-16,NA,NA,NA,NA,0.02,"sediment","AFBC","summer",12,"PFCA"
"PFDoA","JBA112-SW-SPILL-07012021","spill",2021-07-01,NA,NA,NA,0.01,0.55,"water","AFBC","summer",12,"PFCA"
"PFDoA","JBA099-SED-DOWN-07072021","down",2021-07-07 12:00:00,NA,NA,NA,NA,0.0495,"sediment","AFBC","summer",12,"PFCA"
"PFDoA","CC005-JBA-08132021","dace. sp",2021-04-28,"U",6.15,8,NA,0.0579632473642462,"whole body","AFBC","spring",12,"PFCA"
"PFDoA","ESM003-JBA-08162021","fallfish",2021-07-16,"U",4.43,8,NA,8,"whole body","AFBC","summer",12,"PFCA"
"PFDoA","JBA033-SW-RIPP-12122020","ripp",2020-12-12,NA,NA,NA,0,0.485,"water","AFBC","fall/winter",12,"PFCA"
"PFDoA","JBA103-SW-RIPP-06162021","ripp",2021-06-16,NA,NA,NA,0,0.5,"water","AFBC","summer",12,"PFCA"
"PFDoA","PU021-JBA-08132021","pumpkinseed",2021-04-28,"U",10.9,8,NA,0.0539535004207136,"whole body","AFBC","spring",12,"PFCA"
"PFDoA","PU003-JBA-08132021","pumpkinseed",2021-04-28,"U",10.71,8,NA,0.0570759927914657,"whole body","AFBC","spring",12,"PFCA"
"PFDoA","CC004-JBA-08132021","dace. sp",2021-04-28,"U",6.8,8,NA,0.0546796724834271,"whole body","AFBC","spring",12,"PFCA"
"PFDoA","JBA119-SW-RIPP-07072021","ripp",2021-07-07,NA,NA,NA,0,NA,"water","AFBC","summer",12,"PFCA"
"PFDoA","JBA024-SW-DOWN-12022020","down",2020-12-02,NA,NA,NA,0.02,0.475,"water","AFBC","fall/winter",12,"PFCA"
"PFDoA","CC011-JBA-08162021","dace. sp",2021-07-16,"U",4.16,8,NA,7.73,"whole body","AFBC","summer",12,"PFCA"
"PFDoA","PU015-JBA-08132021","pumpkinseed",2021-04-28,"U",18.3,10,NA,50.9,"whole body","AFBC","spring",12,"PFCA"
"PFDoA","GC010-JBA-08132021","swallowtail shiner",2021-04-28,"U",2.4,6,NA,24.4,"whole body","AFBC","spring",12,"PFCA"
"PFDoA","JBA091-SED-DOWN-06232021","down",2021-06-23 12:00:00,NA,NA,NA,NA,0.05,"sediment","AFBC","summer",12,"PFCA"
"PFDoA","PU032-JBA-08162021","pumpkinseed",2021-07-16,"U",6.29,5,NA,5.21,"whole body","AFBC","summer",12,"PFCA"
"PFDoA","PU008-JBA-08132021","pumpkinseed",2021-04-28,"U",16.06,7,NA,0.0610030052941506,"whole body","AFBC","spring",12,"PFCA"
"PFDoA","CC016-JBA-08162021","dace. sp",2021-07-16,"U",1.63,5,NA,18.6,"whole body","AFBC","summer",12,"PFCA"
"PFDoA","JBA100-SW-EXIT-06142021","exit",2021-06-14,NA,NA,NA,0,NA,"water","AFBC","summer",12,"PFCA"
"PFDoA","JBA069-SW-DOWN-04132021","down",2021-04-13,NA,NA,NA,0.04,NA,"water","AFBC","spring",12,"PFCA"
"PFDoA","PU001-JBA-08132021","pumpkinseed",2021-04-28,"U",11.81,8,NA,43,"whole body","AFBC","spring",12,"PFCA"
"PFDoA","PU031-JBA-08162021","pumpkinseed",2021-07-16,"U",19.45,9,NA,21.9,"whole body","AFBC","summer",12,"PFCA"
"PFDoA","GC022-JBA-08162021","swallowtail shiner",2021-07-16,"U",1.89,6,NA,8.59,"whole body","AFBC","summer",12,"PFCA"
"PFDoA","JBA029-SW-DOWN-12082020","down",2020-12-08,NA,NA,NA,0,0.49,"water","AFBC","fall/winter",12,"PFCA"
"PFDoA","JBA060-SW-EXIT-040721","exit",2021-04-07,NA,NA,NA,NA,2.13,"water","AFBC","spring",12,"PFCA"
"PFDoA","MM001-JBA-08132021","margined madtom",2021-04-28,"U",1.35,5,NA,0.0537404559965449,"whole body","AFBC","spring",12,"PFCA"
"PFDoA","JBA112-SED-EXIT-07142021","exit",2021-07-14 12:00:00,NA,NA,NA,NA,0.05,"sediment","AFBC","summer",12,"PFCA"
"PFDoA","JBA114-SW-DOWN-07012021","down",2021-07-01,NA,NA,NA,0.01,0.55,"water","AFBC","summer",12,"PFCA"
"PFDoA","PU006-JBA-08132021","pumpkinseed",2021-04-28,"U",5.57,6,NA,0.057510122464082,"whole body","AFBC","spring",12,"PFCA"
"PFDoA","JBA105-SED-SPILL-07122021","spill",2021-07-12 12:00:00,NA,NA,NA,NA,0.05,"sediment","AFBC","summer",12,"PFCA"
"PFDoA","JBA098-SW-RIPP-06142021","ripp",2021-06-14,NA,NA,NA,0,NA,"water","AFBC","summer",12,"PFCA"
"PFDoA","PU012-JBA-08132021","pumpkinseed",2021-04-28,"U",10,7,NA,0.054922399036017,"whole body","AFBC","spring",12,"PFCA"
"PFDoA","CS001-JBA-08132021","darter sp.",2021-04-28,"U",2.5,6,NA,0.0565424614920025,"whole body","AFBC","spring",12,"PFCA"
"PFDoA","BK001-JBA-08132021","banded killifish",2021-04-28,"U",6.75,9,NA,7.73,"whole body","AFBC","spring",12,"PFCA"
"PFDoA","JBA113-SW-RIPP-07012021","ripp",2021-07-01,NA,NA,NA,0.01,0.5,"water","AFBC","summer",12,"PFCA"
"PFDoA","JBA100-SED-EXIT-07072021","exit",2021-07-07 12:00:00,NA,NA,NA,NA,0.05,"sediment","AFBC","summer",12,"PFCA"
"PFDoA","CC007-JBA-08132021","creek chubsucker",2021-04-28,"U",7.65,10,NA,13.5,"whole body","AFBC","spring",12,"PFCA"
"PFDoA","ESM004-JBA-08162021","fallfish",2021-07-16,"U",5.37,8,NA,6.2,"whole body","AFBC","summer",12,"PFCA"
"PFDoA","JBA034-SW-DOWN-12122020","down",2020-12-12,NA,NA,NA,0,0.49,"water","AFBC","fall/winter",12,"PFCA"
"PFDoA","JBA104-SW-DOWN-06162021","down",2021-06-16,NA,NA,NA,0,0.5,"water","AFBC","summer",12,"PFCA"
"PFDoA","PU022-JBA-08132021","pumpkinseed",2021-04-28,"U",4.15,5,NA,0.0538041924535481,"whole body","AFBC","spring",12,"PFCA"
"PFDoA","PU004-JBA-08132021","pumpkinseed",2021-04-28,"U",7.52,8,NA,0.0584737722067669,"whole body","AFBC","spring",12,"PFCA"
"PFDoA","JBA093-SED-SPILL-07012021","spill",2021-07-01 12:00:00,NA,NA,NA,NA,0.05,"sediment","AFBC","summer",12,"PFCA"
"PFDoA","JBA120-SW-DOWN-07072021","down",2021-07-07,NA,NA,NA,0,NA,"water","AFBC","summer",12,"PFCA"
"PFDoA","JBA025-SW-EXIT-12022020","exit",2020-12-02,NA,NA,NA,0.02,0.485,"water","AFBC","fall/winter",12,"PFCA"
"PFDoA","JBA064-SW-DOWN-040921","down",2021-04-09,NA,NA,NA,0.37,1,"water","AFBC","spring",12,"PFCA"
"PFDoA","JBA040-SW-EXIT-12152020","exit",2020-12-15,NA,NA,NA,0.92,0.485,"water","AFBC","fall/winter",12,"PFCA"
"PFDoA","GC012-JBA-08132021","swallowtail shiner",2021-04-28,"U",2.3,6,NA,28.5,"whole body","AFBC","spring",12,"PFCA"
"PFDoA","JBA092-SED-EXIT-06232021","exit",2021-06-23 12:00:00,NA,NA,NA,NA,0.05,"sediment","AFBC","summer",12,"PFCA"
"PFDoA","JBA079-SW-DOWN-042221","down",2021-04-22,NA,NA,NA,0.06,2.125,"water","AFBC","spring",12,"PFCA"
"PFDoA","PU065-JBA-08162021","pumpkinseed",2021-07-16,"U",6.27,7,NA,8.48,"whole body","AFBC","summer",12,"PFCA"
"PFDoA","PU043-JBA-08162021","pumpkinseed",2021-07-16,"U",7.72,8,NA,16.5,"whole body","AFBC","summer",12,"PFCA"
"PFDoA","JBA039-SW-DOWN-12152020","down",2020-12-15,NA,NA,NA,0.92,0.485,"water","AFBC","fall/winter",12,"PFCA"
"PFDoA","JBA070-SW-EXIT-04132021","exit",2021-04-13,NA,NA,NA,0.04,NA,"water","AFBC","spring",12,"PFCA"
"PFDoA","PU002-JBA-08132021","pumpkinseed",2021-04-28,"U",12.37,8,NA,29.2,"whole body","AFBC","spring",12,"PFCA"
"PFDoA","JBA118-SW-SPILL-07072021","spill",2021-07-07,NA,NA,NA,0,NA,"water","AFBC","summer",12,"PFCA"
"PFDoA","PU064-MU-08162021","pumpkinseed",2021-07-16,"M",55,12,NA,6.18,"muscle","AFBC","summer",12,"PFCA"
"PFDoA","JBA030-SW-EXIT-12082020","exit",2020-12-08,NA,NA,NA,0,0.5,"water","AFBC","fall/winter",12,"PFCA"
"PFDoA","JBA062-SW-SPILL-040921","spill",2021-04-09,NA,NA,NA,0.37,0.97,"water","AFBC","spring",12,"PFCA"
"PFDoA","GC003-JBA-08132021","swallowtail shiner",2021-04-28,"U",1.95,6,NA,20.3,"whole body","AFBC","spring",12,"PFCA"
"PFDoA","CS003-JBA-08132021","darter sp.",2021-04-28,"U",3.25,8,NA,0.0580250286980388,"whole body","AFBC","spring",12,"PFCA"
"PFDoA","JBA115-SW-EXIT-07012021","exit",2021-07-01,NA,NA,NA,0.01,0.55,"water","AFBC","summer",12,"PFCA"
"PFDoA","PU007-JBA-08132021","pumpkinseed",2021-04-28,"U",9.52,5,NA,0.0612225392763158,"whole body","AFBC","spring",12,"PFCA"
"PFDoA","JBA053-SW-RIPP-040221","ripp",2021-04-02,NA,NA,NA,0,0.495,"water","AFBC","spring",12,"PFCA"
"PFDoA","JBA096-SED-EXIT-07012021","exit",2021-07-01 12:00:00,NA,NA,NA,NA,0.05,"sediment","AFBC","summer",12,"PFCA"
"PFDoA","GC002-JBA-08132021","swallowtail shiner",2021-04-28,"U",2.45,6,NA,16.8,"whole body","AFBC","spring",12,"PFCA"
"PFDoA","CS002-JBA-08132021","darter sp.",2021-04-28,"U",3,7,NA,0.0589167553295454,"whole body","AFBC","spring",12,"PFCA"
"PFDoA","BRS001-JBA-08132021","darter sp.",2021-04-28,"U",4.25,8,NA,0.0557891800824964,"whole body","AFBC","spring",12,"PFCA"
"PFDoA","GC015-JBA-08132021","swallowtail shiner",2021-04-28,"U",2.25,5,NA,21.2,"whole body","AFBC","spring",12,"PFCA"
"PFDoA","JBA052-SW-SPILL-040221","spill",2021-04-02,NA,NA,NA,0,0.5,"water","AFBC","spring",12,"PFCA"
"PFDoA","CC008-JBA-08162021","dace. sp",2021-07-16,"U",23.18,12,NA,16.3,"whole body","AFBC","summer",12,"PFCA"
"PFDoA","GC001-JBA-08132021","swallowtail shiner",2021-04-28,"U",2.8,6,NA,38.1,"whole body","AFBC","spring",12,"PFCA"
"PFDoA","JBA035-SW-EXIT-12122020","exit",2020-12-12,NA,NA,NA,0,0.475,"water","AFBC","fall/winter",12,"PFCA"
"PFDoA","JBA105-SW-EXIT-06162021","exit",2021-06-16,NA,NA,NA,0,0.5,"water","AFBC","summer",12,"PFCA"
"PFDoA","PU023-JBA-08132021","pumpkinseed",2021-04-28,"U",9.35,8,NA,8.84,"whole body","AFBC","spring",12,"PFCA"
"PFDoA","PU005-JBA-08132021","pumpkinseed",2021-04-28,"U",5.73,8,NA,0.0579139169409575,"whole body","AFBC","spring",12,"PFCA"
"PFDoA","JBA094-SED-RIPP-07012021","ripp",2021-07-01 12:00:00,NA,NA,NA,NA,0.05,"sediment","AFBC","summer",12,"PFCA"
"PFDoA","JBA121-SW-EXIT-07072021","exit",2021-07-07,NA,NA,NA,0,NA,"water","AFBC","summer",12,"PFCA"
"PFDoA","JBA027-SW-SPILL-12082020","spill",2020-12-08,NA,NA,NA,0,0.5,"water","AFBC","fall/winter",12,"PFCA"
"PFDoA","JBA065-SW-EXIT-040921","exit",2021-04-09,NA,NA,NA,0.37,0.93,"water","AFBC","spring",12,"PFCA"
"PFDoA","JBA042-SW-SPILL-01142021","spill",2021-01-14,NA,NA,NA,0,0.5,"water","AFBC","fall/winter",12,"PFCA"
"PFDoA","GC013-JBA-08132021","swallowtail shiner",2021-04-28,"U",1.6,5,NA,22.7,"whole body","AFBC","spring",12,"PFCA"
"PFDoA","CC012-JBA-08162021","dace. sp",2021-07-16,"U",6.17,8,NA,16.1,"whole body","AFBC","summer",12,"PFCA"
"PFDoA","JBA080-SW-EXIT-042221","exit",2021-04-22,NA,NA,NA,0.06,2.04,"water","AFBC","spring",12,"PFCA"
"PFDoA","PU066-JBA-08162021","pumpkinseed",2021-07-16,"U",10.21,8,NA,21.5,"whole body","AFBC","summer",12,"PFCA"
"PFDoA","PU044-JBA-08162021","pumpkinseed",2021-07-16,"U",8.65,8,NA,8.06,"whole body","AFBC","summer",12,"PFCA"
"PFDoA","JBA054-SED-RIPP-04132021","ripp",2021-04-13 12:00:00,NA,NA,NA,NA,0.049,"sediment","AFBC","spring",12,"PFCA"
"PFDoA","JBA072-SW-SPILL-041521","spill",2021-04-15,NA,NA,NA,0.34,0.94,"water","AFBC","spring",12,"PFCA"
"PFDoA","JBA048-SW-RIPP-033021","ripp",2021-03-30,NA,NA,NA,0,2.145,"water","AFBC","spring",12,"PFCA"
"PFDoA","GC018-JBA-08162021","swallowtail shiner",2021-07-16,"U",1.88,6,NA,13.1,"whole body","AFBC","summer",12,"PFCA"
"PFDoA","ESM002-JBA-08162021","fallfish",2021-07-16,"U",3.57,8,NA,16.1,"whole body","AFBC","summer",12,"PFCA"
"PFDoA","JBA032-SW-SPILL-12122020","spill",2020-12-12,NA,NA,NA,0,0.49,"water","AFBC","fall/winter",12,"PFCA"
"PFDoA","JBA063-SW-RIPP-040921","ripp",2021-04-09,NA,NA,NA,0.37,1.1,"water","AFBC","spring",12,"PFCA"
"PFDoA","JBA008-SW-RIPP-11192020","ripp",2020-11-19,NA,NA,NA,0,0.5,"water","AFBC","fall/winter",12,"PFCA"
"PFDoA","CS004-JBA-08132021","darter sp.",2021-04-28,"U",2.35,6,NA,0.0562968789291624,"whole body","AFBC","spring",12,"PFCA"
"PFDoA","BRS003-JBA-08132021","darter sp.",2021-04-28,"U",4.95,8,NA,6.69,"whole body","AFBC","spring",12,"PFCA"
"PFDoA","ESM001-JBA-08162021","fallfish",2021-07-16,"U",4.83,8,NA,16.7,"whole body","AFBC","summer",12,"PFCA"
"PFDoA","JBA054-SW-DOWN-040221","down",2021-04-02,NA,NA,NA,0,0.6,"water","AFBC","spring",12,"PFCA"
"PFDoA","JBA097-SED-SPILL-07072021","spill",2021-07-07 12:00:00,NA,NA,NA,NA,0.0495,"sediment","AFBC","summer",12,"PFCA"
"PFDoA","JBA093-SW-RIPP-042821","ripp",2021-04-28,NA,NA,NA,0,2.025,"water","AFBC","spring",12,"PFCA"
"PFDoA","JBA038-SW-RIPP-12152020","ripp",2020-12-15,NA,NA,NA,0.92,0.48,"water","AFBC","fall/winter",12,"PFCA"
"PFDoA","BRS002-JBA-08132021","darter sp.",2021-04-28,"U",5.25,8,NA,10.7,"whole body","AFBC","spring",12,"PFCA"
"PFDoA","GC016-JBA-08132021","swallowtail shiner",2021-04-28,"U",2.45,6,NA,21.6,"whole body","AFBC","spring",12,"PFCA"
"PFDoA","EMM008-JBA-08162021","eastern mudminnow",2021-07-16,"U",6.98,8,NA,4.11,"whole body","AFBC","summer",12,"PFCA"
"PFDoA","CC015-JBA-08162021","dace. sp",2021-07-16,"U",2.03,6,NA,8.93,"whole body","AFBC","summer",12,"PFCA"
"PFDoA","JBA092-SW-SPILL-042821","spill",2021-04-28,NA,NA,NA,0,2.27,"water","AFBC","spring",12,"PFCA"
"PFDoA","JBA037-SW-SPILL-12152020","spill",2020-12-15,NA,NA,NA,0.92,0.485,"water","AFBC","fall/winter",12,"PFCA"
"PFDoA","JBA107-SW-SPILL-06232021","spill",2021-06-23,NA,NA,NA,0.33,2.205,"water","AFBC","summer",12,"PFCA"
"PFDoA","PU024-JBA-08132021","pumpkinseed",2021-04-28,"U",19.55,10,NA,6.25,"whole body","AFBC","spring",12,"PFCA"
"PFDoA","JBA083-SW-RIPP-0423-21","ripp",2021-04-23,NA,NA,NA,0,0.495,"water","AFBC","spring",12,"PFCA"
"PFDoA","JBA095-SED-DOWN-07012021","down",2021-07-01 12:00:00,NA,NA,NA,NA,0.05,"sediment","AFBC","summer",12,"PFCA"
"PFDoA","JBA123-SW-SPILL-07092021","spill",2021-07-09,NA,NA,NA,0.5,0.5,"water","AFBC","summer",12,"PFCA"
"PFDoA","JBA028-SW-RIPP-12082020","ripp",2020-12-08,NA,NA,NA,0,0.5,"water","AFBC","fall/winter",12,"PFCA"
"PFDoA","JBA067-SW-SPILL-04132021","spill",2021-04-13,NA,NA,NA,0.04,NA,"water","AFBC","spring",12,"PFCA"
"PFDoA","JBA043-SW-RIPP-01142021","ripp",2021-01-14,NA,NA,NA,0,0.5,"water","AFBC","fall/winter",12,"PFCA"
"PFDoA","GC014-JBA-08132021","swallowtail shiner",2021-04-28,"U",2.15,6,NA,22.3,"whole body","AFBC","spring",12,"PFCA"
"PFDoA","CC013-JBA-08162021","dace. sp",2021-07-16,"U",14.56,11,NA,15.4,"whole body","AFBC","summer",12,"PFCA"
"PFDoA","JBA082-SW-SPILL-0423-21","spill",2021-04-23,NA,NA,NA,0,0.5,"water","AFBC","spring",12,"PFCA"
"PFDoA","PU067-JBA-08162021","pumpkinseed",2021-07-16,"U",22.29,11,NA,7.12,"whole body","AFBC","summer",12,"PFCA"
"PFDoA","PU045-JBA-08162021","pumpkinseed",2021-07-16,"U",21.27,10,NA,15.7,"whole body","AFBC","summer",12,"PFCA"
"PFDoA","JBA055-SED-DOWN-04132021","down",2021-04-13 12:00:00,NA,NA,NA,NA,0.0495,"sediment","AFBC","spring",12,"PFCA"
"PFDoA","JBA073-SW-RIPP-041521","ripp",2021-04-15,NA,NA,NA,0.34,0.59,"water","AFBC","spring",12,"PFCA"
"PFDoA","JBA049-SW-DOWN-033021","down",2021-03-30,NA,NA,NA,0,2.17,"water","AFBC","spring",12,"PFCA"
"PFDoA","GC019-JBA-08162021","swallowtail shiner",2021-07-16,"U",1.79,6,NA,12.1,"whole body","AFBC","summer",12,"PFCA"
"PFDoA","JBA002-SW-SPILL-11172020","spill",2020-11-17,NA,NA,NA,0,0.495,"water","AFBC","fall/winter",12,"PFCA"
"PFDoA","PU061-MU-08162021","pumpkinseed",2021-07-16,"M",36.32,12,NA,6.83,"muscle","AFBC","summer",12,"PFCA"
"PFDoA","JBA060-SED-EXIT-04152021","exit",2021-04-15 12:00:00,NA,NA,NA,NA,0.05,"sediment","AFBC","spring",12,"PFCA"
"PFDoA","JBA009-SW-DOWN-11192020","down",2020-11-19,NA,NA,NA,0,0.495,"water","AFBC","fall/winter",12,"PFCA"
"PFDoA","CS005-JBA-08132021","darter sp.",2021-04-28,"U",3.15,7,NA,4.06,"whole body","AFBC","spring",12,"PFCA"
"PFDoA","JBA017-SW-SPILL-11272020","spill",2020-11-27,NA,NA,NA,0,0.495,"water","AFBC","fall/winter",12,"PFCA"
"PFDoA","JBA055-SW-EXIT-040221","exit",2021-04-02,NA,NA,NA,0,0.5,"water","AFBC","spring",12,"PFCA"
"PFDoA","PU039-JBA-08162021","pumpkinseed",2021-07-16,"U",14.64,8,NA,8.77,"whole body","AFBC","summer",12,"PFCA"
"PFDoA","JBA059-SED-DOWN-04152021","down",2021-04-15 12:00:00,NA,NA,NA,NA,0.0495,"sediment","AFBC","spring",12,"PFCA"
"PFDoA","JBA094-SW-DOWN-042821","down",2021-04-28,NA,NA,NA,0,2.105,"water","AFBC","spring",12,"PFCA"
"PFDoA","PU071-JBA-08162021","pumpkinseed",2021-07-16,"U",11.46,9,NA,6.78,"whole body","AFBC","summer",12,"PFCA"
"PFDoA","JBA047-SW-SPILL-033021","spill",2021-03-30,NA,NA,NA,0,2.025,"water","AFBC","spring",12,"PFCA"
"PFDoA","GC017-JBA-08132021","swallowtail shiner",2021-04-28,"U",2.05,6,NA,14,"whole body","AFBC","spring",12,"PFCA"
"PFDoA","PU038-JBA-08162021","pumpkinseed",2021-07-16,"U",12.02,8,NA,9.08,"whole body","AFBC","summer",12,"PFCA"
"PFDoA","JBA058-SED-RIPP-04152021","ripp",2021-04-15 12:00:00,NA,NA,NA,NA,0.0495,"sediment","AFBC","spring",12,"PFCA"
"PFDoA","JBA125-SW-DOWN-07092021","down",2021-07-09,NA,NA,NA,0.5,0.5,"water","AFBC","summer",12,"PFCA"
"PFDoA","PU070-JBA-08162021","pumpkinseed",2021-07-16,"U",13.51,10,NA,6.46,"whole body","AFBC","summer",12,"PFCA"
"PFDoA","JBA108-SW-RIPP-06232021","ripp",2021-06-23,NA,NA,NA,0.33,2.145,"water","AFBC","summer",12,"PFCA"
"PFDoA","PU025-JBA-08132021","pumpkinseed",2021-04-28,"U",4.35,6,NA,11.4,"whole body","AFBC","spring",12,"PFCA"
"PFDoA","JBA084-SW-DOWN-0423-21","down",2021-04-23,NA,NA,NA,0,0.5,"water","AFBC","spring",12,"PFCA"
"PFDoA","PU060-LIV-08162021","pumpkinseed",2021-07-16,"M",34.45,12,NA,13.8,"liver","AFBC","summer",12,"PFCA"
"PFDoA","SS007-JBA-08162021","dace. sp",2021-07-16,"U",1.79,4,NA,9.19,"whole body","AFBC","summer",12,"PFCA"
"PFDoA","PU069-JBA-08162021","pumpkinseed",2021-07-16,"U",13.2,9,NA,16.8,"whole body","AFBC","summer",12,"PFCA"
"PFDoA","JBA068-SW-RIPP-04132021","ripp",2021-04-13,NA,NA,NA,0.04,NA,"water","AFBC","spring",12,"PFCA"
"PFDoA","JBA044-SW-DOWN-01142021","down",2021-01-14,NA,NA,NA,0,0.55,"water","AFBC","fall/winter",12,"PFCA"
"PFDoA","JBA075-SW-EXIT-041521","exit",2021-04-15,NA,NA,NA,0.34,0.54,"water","AFBC","spring",12,"PFCA"
"PFDoA","CC014-JBA-08162021","dace. sp",2021-07-16,"U",9.05,10,NA,14.6,"whole body","AFBC","summer",12,"PFCA"
"PFDoA","GC021-JBA-08162021","swallowtail shiner",2021-07-16,"U",1.65,5,NA,5.12,"whole body","AFBC","summer",12,"PFCA"
"PFDoA","PU068-JBA-08162021","pumpkinseed",2021-07-16,"U",15.22,10,NA,12.2,"whole body","AFBC","summer",12,"PFCA"
"PFDoA","PU046-JBA-08162021","pumpkinseed",2021-07-16,"U",3.24,6,NA,26.3,"whole body","AFBC","summer",12,"PFCA"
"PFDoA","JBA056-SED-EXIT-04132021","exit",2021-04-13 12:00:00,NA,NA,NA,NA,0.0495,"sediment","AFBC","spring",12,"PFCA"
"PFDoA","JBA074-SW-DOWN-041521","down",2021-04-15,NA,NA,NA,0.34,0.57,"water","AFBC","spring",12,"PFCA"
"PFDoA","JBA050-SW-EXIT-033021","exit",2021-03-30,NA,NA,NA,0,2.17,"water","AFBC","spring",12,"PFCA"
"PFDoA","GC020-JBA-08162021","swallowtail shiner",2021-07-16,"U",1.31,5,NA,16,"whole body","AFBC","summer",12,"PFCA"
"PFDoA","JBA003-SW-RIPP-11172020","ripp",2020-11-17,NA,NA,NA,0,0.5,"water","AFBC","fall/winter",12,"PFCA"
"PFDoA","PU062-JBA-08162021","pumpkinseed",2021-07-16,"U",11.56,8,NA,23,"whole body","AFBC","summer",12,"PFCA"
"PFDoA","JBA061-SED-SPILL-04222021","spill",2021-04-22 12:00:00,NA,NA,NA,NA,0.0495,"sediment","AFBC","spring",12,"PFCA"
"PFDoA","JBA010-SW-EXIT-11192020","exit",2020-11-19,NA,NA,NA,0,0.5,"water","AFBC","fall/winter",12,"PFCA"
"PFDoA","CS006-JBA-08132021","darter sp.",2021-04-28,"U",2.6,6,NA,6.8,"whole body","AFBC","spring",12,"PFCA"
"PFDoA","JBA018-SW-RIPP-11272020","ripp",2020-11-27,NA,NA,NA,0,0.495,"water","AFBC","fall/winter",12,"PFCA"
"PFDoA","JBA057-SW-SPILL-040721","spill",2021-04-07,NA,NA,NA,NA,2.09,"water","AFBC","spring",12,"PFCA"
"PFDoA","PU040-LIV-08162021","pumpkinseed",2021-07-16,"M",40.79,13,NA,28.8,"liver","AFBC","summer",12,"PFCA"
"PFDoA","JBA128-SW-SPILL-07122021","spill",2021-07-12,NA,NA,NA,0,NA,"water","AFBC","summer",12,"PFCA"
"PFDoA","JBA044-SED-EXIT-04022021","exit",2021-04-02,NA,NA,NA,NA,0.02,"sediment","AFBC","spring",12,"PFCA"
"PFDoA","PU072-JBA-08162021","pumpkinseed",2021-07-16,"U",11.52,9,NA,17.2,"whole body","AFBC","summer",12,"PFCA"
"PFDoA","PU050-JBA-08162021","pumpkinseed",2021-07-16,"U",5.55,6,NA,18.4,"whole body","AFBC","summer",12,"PFCA"
"PFDoA","PU056-JBA-08162021","pumpkinseed",2021-07-16,"U",8.8,7,NA,5.51,"whole body","AFBC","summer",12,"PFCA"
